transactionNo,date,price,product_name,category,payment_mode,customer_age,customer_gender
8913,2023-10-17,904.24,Dumbbell,Strength,Debit Card,31,Female
8914,2024-05-24,747.32,Rowing Machine,Cardio,Credit Card,40,Female
8915,2023-10-26,424.56,Resistance Band,Accessories,Debit Card,21,Other
8916,2024-02-14,1044.71,Pull-up Bar,Accessories,Online Payment,19,Female
8917,2023-09-27,1456.1,Pull-up Bar,Accessories,Cash,45,Male
8918,2024-03-13,939.38,Elliptical,Cardio,Debit Card,38,Male
8919,2024-01-29,539.54,Kettlebell,Strength,Debit Card,51,Female
8920,2023-11-15,91.29,Resistance Band,Accessories,Cash,36,Other
8921,2024-02-03,791.51,Dumbbell,Strength,Credit Card,25,Female
8922,2024-07-01,1036.93,Dumbbell,Strength,Credit Card,33,Other
8923,2024-07-05,714.63,Resistance Band,Accessories,Online Payment,28,Female
8924,2024-06-17,725.01,Resistance Band,Accessories,Debit Card,47,Other
8925,2023-12-13,530.43,Pull-up Bar,Accessories,Cash,40,Male
8926,2024-05-31,906.61,Resistance Band,Accessories,Online Payment,49,Female
8927,2024-01-31,614.66,Barbell,Strength,Online Payment,49,Male
8928,2023-09-04,160.53,Elliptical,Cardio,Debit Card,29,Other
8929,2024-03-14,1349.45,Dumbbell,Strength,Credit Card,37,Other
8930,2024-02-01,1423.43,Dumbbell,Strength,Cash,46,Other
8931,2024-08-19,1415.85,Elliptical,Cardio,Online Payment,37,Female
8932,2024-07-14,570.84,Resistance Band,Accessories,Debit Card,40,Female
8933,2023-09-28,1007.27,Pull-up Bar,Accessories,Cash,21,Other
8934,2023-12-01,71.32,Kettlebell,Strength,Credit Card,24,Male
8935,2024-03-25,720.03,Treadmill,Cardio,Credit Card,35,Female
8936,2024-04-14,1472.08,Rowing Machine,Cardio,Cash,37,Male
8937,2024-01-14,349.35,Exercise Bike,Cardio,Cash,51,Female
8938,2024-06-25,1344.06,Pull-up Bar,Accessories,Online Payment,51,Female
8939,2024-08-24,1133.12,Elliptical,Cardio,Cash,29,Male
8940,2023-10-31,1234.87,Resistance Band,Accessories,Debit Card,45,Other
8941,2023-09-07,247.28,Resistance Band,Accessories,Debit Card,41,Female
8942,2024-07-04,58.87,Rowing Machine,Cardio,Credit Card,48,Male
8943,2024-07-27,139.81,Rowing Machine,Cardio,Debit Card,52,Other
8944,2023-10-24,654.73,Pull-up Bar,Accessories,Online Payment,49,Other
8945,2023-11-12,759.51,Treadmill,Cardio,Credit Card,43,Male
8946,2023-11-19,304.98,Pull-up Bar,Accessories,Online Payment,48,Male
8947,2023-10-15,1280.88,Treadmill,Cardio,Credit Card,59,Other
8948,2023-11-17,878.65,Yoga Mat,Accessories,Debit Card,35,Other
8949,2023-11-01,1164.25,Yoga Mat,Accessories,Credit Card,44,Other
8950,2024-03-09,727.17,Barbell,Strength,Debit Card,40,Female
8951,2024-01-01,1331.9,Barbell,Strength,Cash,51,Female
8952,2023-09-05,479.12,Kettlebell,Strength,Cash,41,Other
8953,2023-09-11,992.09,Resistance Band,Accessories,Debit Card,41,Other
8954,2023-11-03,789.42,Barbell,Strength,Cash,38,Male
8955,2024-08-29,354.49,Pull-up Bar,Accessories,Online Payment,42,Female
8956,2024-02-15,1475.54,Pull-up Bar,Accessories,Debit Card,42,Male
8957,2024-02-06,354.65,Exercise Bike,Cardio,Debit Card,34,Other
8958,2024-04-29,588.35,Kettlebell,Strength,Credit Card,47,Female
8959,2024-04-05,1011.33,Pull-up Bar,Accessories,Online Payment,58,Male
8960,2024-02-10,927.7,Kettlebell,Strength,Cash,59,Other
8961,2024-03-20,1317.14,Yoga Mat,Accessories,Debit Card,35,Other
8962,2024-05-26,695.94,Resistance Band,Accessories,Debit Card,39,Other
8963,2024-04-11,525.18,Rowing Machine,Cardio,Cash,33,Other
8964,2024-02-20,921.19,Elliptical,Cardio,Credit Card,40,Male
8965,2024-05-23,288.96,Barbell,Strength,Credit Card,39,Female
8966,2023-11-30,619.01,Yoga Mat,Accessories,Debit Card,49,Other
8967,2024-08-15,262.94,Rowing Machine,Cardio,Credit Card,38,Other
8968,2024-02-09,1317.87,Yoga Mat,Accessories,Online Payment,44,Other
8969,2023-10-21,1400.65,Resistance Band,Accessories,Online Payment,38,Other
8970,2024-03-10,1320.78,Dumbbell,Strength,Debit Card,47,Female
8971,2024-01-15,177.94,Yoga Mat,Accessories,Online Payment,40,Female
8972,2024-08-18,1279.04,Barbell,Strength,Online Payment,26,Female
8973,2024-01-27,550.29,Resistance Band,Accessories,Online Payment,21,Male
8974,2024-05-09,823.71,Exercise Bike,Cardio,Debit Card,28,Other
8975,2023-11-11,659.87,Yoga Mat,Accessories,Cash,51,Male
8976,2023-11-15,136.07,Treadmill,Cardio,Credit Card,37,Male
8977,2023-12-22,649.31,Resistance Band,Accessories,Debit Card,39,Female
8978,2024-02-09,719.28,Rowing Machine,Cardio,Credit Card,63,Female
8979,2024-07-21,87.91,Barbell,Strength,Cash,35,Male
8980,2023-10-19,680.5,Kettlebell,Strength,Credit Card,32,Other
8981,2023-11-03,1401.76,Yoga Mat,Accessories,Online Payment,39,Other
8982,2024-06-07,1343.97,Pull-up Bar,Accessories,Credit Card,49,Female
8983,2024-05-23,335.48,Elliptical,Cardio,Cash,57,Male
8984,2024-07-07,1448.25,Pull-up Bar,Accessories,Credit Card,46,Female
8985,2024-08-05,729.32,Resistance Band,Accessories,Debit Card,34,Male
8986,2023-11-04,267.47,Barbell,Strength,Online Payment,53,Male
8987,2024-04-14,54.57,Barbell,Strength,Debit Card,43,Male
8988,2024-07-03,1193.06,Barbell,Strength,Credit Card,46,Other
8989,2024-08-20,1084.96,Barbell,Strength,Credit Card,49,Female
8990,2024-04-12,1370.41,Kettlebell,Strength,Debit Card,34,Female
8991,2024-05-02,78.63,Exercise Bike,Cardio,Cash,27,Female
8992,2023-09-28,788.49,Treadmill,Cardio,Debit Card,35,Female
8993,2023-09-03,1153.31,Barbell,Strength,Debit Card,43,Other
8994,2024-07-31,612.56,Kettlebell,Strength,Debit Card,32,Male
8995,2023-10-03,830.22,Kettlebell,Strength,Credit Card,51,Female
8996,2024-04-11,1427.66,Barbell,Strength,Credit Card,30,Male
8997,2023-09-10,333.11,Kettlebell,Strength,Cash,34,Male
8998,2023-10-24,1137.82,Exercise Bike,Cardio,Credit Card,35,Female
8999,2024-08-07,720.96,Rowing Machine,Cardio,Cash,29,Other
9000,2023-10-02,1463.89,Rowing Machine,Cardio,Credit Card,27,Female
9001,2024-04-29,868.27,Elliptical,Cardio,Credit Card,25,Male
9002,2023-09-20,573.22,Rowing Machine,Cardio,Credit Card,43,Other
9003,2024-04-21,362.72,Yoga Mat,Accessories,Online Payment,38,Male
9004,2024-04-30,241.38,Elliptical,Cardio,Debit Card,26,Male
9005,2024-07-02,324.81,Pull-up Bar,Accessories,Cash,52,Male
9006,2023-11-30,938.41,Rowing Machine,Cardio,Online Payment,21,Other
9007,2024-01-28,301.77,Elliptical,Cardio,Cash,59,Other
9008,2024-04-25,1053.06,Dumbbell,Strength,Online Payment,24,Male
9009,2024-07-08,1493.4,Resistance Band,Accessories,Credit Card,52,Male
9010,2024-03-18,408.44,Exercise Bike,Cardio,Cash,34,Other
9011,2024-07-21,763.36,Pull-up Bar,Accessories,Credit Card,57,Male
9012,2024-05-28,525.98,Rowing Machine,Cardio,Cash,24,Female
9013,2024-01-19,1485.57,Exercise Bike,Cardio,Online Payment,30,Male
9014,2024-05-20,876.88,Dumbbell,Strength,Credit Card,28,Male
9015,2023-09-29,365.95,Barbell,Strength,Debit Card,50,Male
9016,2023-10-22,919.58,Dumbbell,Strength,Cash,21,Female
9017,2023-11-18,746.5,Resistance Band,Accessories,Online Payment,44,Male
9018,2023-09-23,848.89,Dumbbell,Strength,Debit Card,42,Female
9019,2024-01-18,916.96,Resistance Band,Accessories,Debit Card,31,Other
9020,2024-07-28,889.83,Exercise Bike,Cardio,Online Payment,19,Male
9021,2023-09-22,1435.4,Treadmill,Cardio,Online Payment,35,Other
9022,2024-08-05,710.06,Resistance Band,Accessories,Debit Card,61,Female
9023,2023-09-25,825.3,Treadmill,Cardio,Credit Card,54,Other
9024,2024-03-01,851.23,Kettlebell,Strength,Cash,23,Male
9025,2023-09-26,128.17,Yoga Mat,Accessories,Debit Card,28,Female
9026,2024-01-18,811.98,Dumbbell,Strength,Cash,35,Other
9027,2024-03-07,70.6,Resistance Band,Accessories,Debit Card,40,Female
9028,2023-09-14,576.01,Dumbbell,Strength,Credit Card,35,Female
9029,2023-10-03,839.55,Pull-up Bar,Accessories,Online Payment,41,Male
9030,2024-03-06,580.28,Rowing Machine,Cardio,Debit Card,35,Male
9031,2023-12-28,168.67,Exercise Bike,Cardio,Online Payment,50,Other
9032,2023-09-18,1486.3,Yoga Mat,Accessories,Credit Card,22,Male
9033,2024-01-01,496.21,Kettlebell,Strength,Online Payment,41,Female
9034,2024-06-01,984.57,Elliptical,Cardio,Credit Card,38,Other
9035,2024-06-01,894.66,Pull-up Bar,Accessories,Online Payment,38,Male
9036,2024-04-09,194.45,Treadmill,Cardio,Credit Card,51,Other
9037,2024-06-09,719.95,Kettlebell,Strength,Debit Card,33,Female
9038,2024-02-22,1209.39,Rowing Machine,Cardio,Debit Card,26,Other
9039,2023-09-05,1346.73,Pull-up Bar,Accessories,Online Payment,39,Male
9040,2023-10-16,355.67,Pull-up Bar,Accessories,Credit Card,60,Other
9041,2023-10-03,654.58,Pull-up Bar,Accessories,Credit Card,42,Male
9042,2023-11-05,1103.17,Resistance Band,Accessories,Cash,33,Other
9043,2023-12-01,936.64,Pull-up Bar,Accessories,Cash,42,Other
9044,2024-06-23,1355.33,Kettlebell,Strength,Debit Card,33,Male
9045,2024-04-11,960.15,Yoga Mat,Accessories,Online Payment,38,Female
9046,2024-05-08,791.4,Resistance Band,Accessories,Debit Card,37,Male
9047,2024-04-11,1028.87,Treadmill,Cardio,Online Payment,33,Other
9048,2024-06-23,286.95,Exercise Bike,Cardio,Credit Card,39,Female
9049,2024-03-28,1272.84,Exercise Bike,Cardio,Cash,46,Female
9050,2023-12-09,145.73,Resistance Band,Accessories,Debit Card,43,Male
9051,2024-02-14,541.14,Pull-up Bar,Accessories,Online Payment,22,Male
9052,2024-05-27,482.56,Dumbbell,Strength,Cash,38,Other
9053,2024-04-02,739.14,Pull-up Bar,Accessories,Cash,23,Other
9054,2024-07-17,1153.21,Treadmill,Cardio,Cash,40,Other
9055,2024-07-08,552.48,Kettlebell,Strength,Online Payment,44,Female
9056,2023-10-31,1139.64,Yoga Mat,Accessories,Online Payment,37,Other
9057,2023-12-23,975.61,Barbell,Strength,Debit Card,61,Female
9058,2023-11-07,1194.21,Elliptical,Cardio,Credit Card,43,Male
9059,2024-03-02,661.26,Barbell,Strength,Cash,42,Other
9060,2024-07-12,787.0,Elliptical,Cardio,Cash,42,Male
9061,2024-05-13,89.81,Elliptical,Cardio,Cash,34,Other
9062,2024-08-12,454.01,Rowing Machine,Cardio,Cash,34,Female
9063,2024-07-13,420.86,Dumbbell,Strength,Credit Card,26,Male
9064,2024-08-09,1021.81,Barbell,Strength,Debit Card,39,Female
9065,2024-08-11,423.59,Barbell,Strength,Cash,51,Female
9066,2023-11-30,984.25,Barbell,Strength,Cash,27,Female
9067,2024-04-05,707.3,Kettlebell,Strength,Cash,46,Male
9068,2024-04-13,292.01,Elliptical,Cardio,Credit Card,62,Male
9069,2024-05-22,340.39,Kettlebell,Strength,Cash,33,Male
9070,2023-09-22,1405.15,Kettlebell,Strength,Online Payment,22,Male
9071,2024-06-28,157.7,Dumbbell,Strength,Online Payment,34,Male
9072,2024-08-13,339.94,Yoga Mat,Accessories,Cash,28,Other
9073,2023-10-25,233.41,Exercise Bike,Cardio,Cash,42,Other
9074,2024-03-19,956.12,Resistance Band,Accessories,Debit Card,43,Female
9075,2024-07-25,428.28,Rowing Machine,Cardio,Debit Card,50,Female
9076,2024-06-25,1421.75,Elliptical,Cardio,Debit Card,42,Male
9077,2023-10-27,1423.05,Barbell,Strength,Debit Card,64,Female
9078,2024-08-19,211.55,Yoga Mat,Accessories,Credit Card,35,Female
9079,2024-01-30,589.1,Resistance Band,Accessories,Online Payment,24,Other
9080,2024-06-06,1163.12,Treadmill,Cardio,Credit Card,34,Other
9081,2024-06-25,412.8,Exercise Bike,Cardio,Cash,50,Other
9082,2024-02-15,321.33,Elliptical,Cardio,Online Payment,31,Female
9083,2023-11-26,899.66,Elliptical,Cardio,Cash,31,Male
9084,2024-08-04,1194.16,Treadmill,Cardio,Debit Card,44,Other
9085,2024-06-04,627.79,Pull-up Bar,Accessories,Credit Card,32,Male
9086,2024-07-01,648.34,Dumbbell,Strength,Cash,51,Female
9087,2024-05-08,600.87,Treadmill,Cardio,Credit Card,42,Male
9088,2023-10-14,1375.75,Elliptical,Cardio,Debit Card,40,Male
9089,2024-01-30,584.01,Dumbbell,Strength,Online Payment,41,Female
9090,2024-08-02,1004.37,Dumbbell,Strength,Debit Card,48,Other
9091,2023-12-29,155.71,Dumbbell,Strength,Credit Card,41,Male
9092,2024-07-11,1277.24,Exercise Bike,Cardio,Credit Card,35,Male
9093,2024-05-05,594.77,Kettlebell,Strength,Cash,48,Male
9094,2024-01-10,1054.18,Yoga Mat,Accessories,Credit Card,32,Female
9095,2023-11-27,644.6,Exercise Bike,Cardio,Cash,29,Other
9096,2023-09-13,749.51,Elliptical,Cardio,Cash,51,Other
9097,2023-11-23,1449.33,Pull-up Bar,Accessories,Online Payment,25,Other
9098,2024-07-07,1344.95,Treadmill,Cardio,Credit Card,34,Other
9099,2023-10-04,206.47,Yoga Mat,Accessories,Online Payment,37,Male
9100,2024-03-08,506.76,Yoga Mat,Accessories,Debit Card,49,Male
9101,2024-04-18,847.9,Rowing Machine,Cardio,Cash,28,Female
9102,2024-02-08,588.12,Kettlebell,Strength,Credit Card,32,Female
9103,2023-11-30,1416.35,Resistance Band,Accessories,Debit Card,41,Other
9104,2024-01-30,75.9,Kettlebell,Strength,Credit Card,45,Female
9105,2023-10-26,497.4,Treadmill,Cardio,Debit Card,19,Male
9106,2024-05-26,617.28,Elliptical,Cardio,Debit Card,38,Female
9107,2023-09-09,696.02,Barbell,Strength,Debit Card,20,Other
9108,2024-08-20,1277.65,Elliptical,Cardio,Cash,27,Male
9109,2024-08-06,1424.66,Treadmill,Cardio,Online Payment,44,Other
9110,2023-12-16,214.06,Yoga Mat,Accessories,Online Payment,30,Male
9111,2023-10-02,844.99,Dumbbell,Strength,Debit Card,26,Male
9112,2024-03-07,695.35,Yoga Mat,Accessories,Online Payment,37,Male
9113,2024-08-02,1244.89,Rowing Machine,Cardio,Cash,37,Male
9114,2023-10-07,1417.75,Pull-up Bar,Accessories,Debit Card,37,Female
9115,2024-04-13,910.69,Pull-up Bar,Accessories,Cash,41,Female
9116,2024-01-20,278.3,Elliptical,Cardio,Credit Card,40,Male
9117,2024-04-25,1454.61,Elliptical,Cardio,Debit Card,25,Other
9118,2024-02-14,456.12,Kettlebell,Strength,Cash,37,Male
9119,2024-04-28,149.68,Kettlebell,Strength,Credit Card,39,Male
9120,2023-10-13,1348.26,Elliptical,Cardio,Cash,50,Male
9121,2023-11-11,388.13,Elliptical,Cardio,Online Payment,53,Female
9122,2023-11-14,768.93,Kettlebell,Strength,Online Payment,35,Female
9123,2024-06-15,1328.47,Dumbbell,Strength,Online Payment,19,Female
9124,2024-03-28,181.67,Kettlebell,Strength,Credit Card,51,Other
9125,2024-03-23,1123.28,Exercise Bike,Cardio,Online Payment,48,Other
9126,2024-04-01,605.92,Exercise Bike,Cardio,Online Payment,53,Male
9127,2023-10-17,58.56,Yoga Mat,Accessories,Debit Card,37,Female
9128,2023-12-18,754.8,Treadmill,Cardio,Debit Card,40,Male
9129,2024-03-06,244.76,Dumbbell,Strength,Credit Card,45,Female
9130,2024-01-16,243.2,Kettlebell,Strength,Cash,26,Male
9131,2024-08-13,547.87,Resistance Band,Accessories,Online Payment,61,Female
9132,2023-11-13,1171.14,Kettlebell,Strength,Cash,40,Other
9133,2024-01-24,520.47,Pull-up Bar,Accessories,Online Payment,54,Female
9134,2024-06-04,461.69,Rowing Machine,Cardio,Credit Card,32,Other
9135,2024-05-12,866.97,Barbell,Strength,Online Payment,37,Female
9136,2024-04-26,150.34,Elliptical,Cardio,Cash,39,Female
9137,2024-07-17,383.72,Resistance Band,Accessories,Debit Card,42,Female
9138,2024-06-17,452.15,Elliptical,Cardio,Credit Card,19,Female
9139,2023-12-04,1471.84,Dumbbell,Strength,Online Payment,41,Female
9140,2024-05-05,112.37,Exercise Bike,Cardio,Online Payment,32,Female
9141,2024-08-11,1259.26,Rowing Machine,Cardio,Debit Card,49,Female
9142,2023-11-03,940.29,Yoga Mat,Accessories,Credit Card,23,Other
9143,2024-04-30,689.58,Kettlebell,Strength,Cash,28,Male
9144,2024-08-04,1273.31,Barbell,Strength,Debit Card,35,Other
9145,2023-11-06,1382.36,Yoga Mat,Accessories,Cash,35,Male
9146,2024-06-20,392.11,Rowing Machine,Cardio,Credit Card,42,Male
9147,2024-01-31,149.63,Treadmill,Cardio,Online Payment,41,Female
9148,2024-01-22,1216.48,Elliptical,Cardio,Cash,31,Other
9149,2024-01-20,155.77,Treadmill,Cardio,Online Payment,48,Male
9150,2024-05-18,1247.88,Rowing Machine,Cardio,Cash,35,Male
9151,2024-03-29,1171.89,Treadmill,Cardio,Cash,34,Female
9152,2024-08-24,126.81,Barbell,Strength,Online Payment,59,Male
9153,2023-09-05,384.26,Treadmill,Cardio,Online Payment,59,Other
9154,2024-03-19,858.01,Exercise Bike,Cardio,Debit Card,30,Female
9155,2024-04-06,475.72,Dumbbell,Strength,Credit Card,38,Male
9156,2023-10-31,1472.33,Elliptical,Cardio,Credit Card,42,Other
9157,2024-03-11,783.52,Resistance Band,Accessories,Online Payment,54,Female
9158,2024-05-22,767.17,Pull-up Bar,Accessories,Debit Card,22,Other
9159,2023-09-29,922.93,Kettlebell,Strength,Online Payment,53,Male
9160,2024-01-29,405.81,Elliptical,Cardio,Cash,50,Female
9161,2023-09-10,330.97,Elliptical,Cardio,Cash,26,Male
9162,2024-06-08,69.81,Rowing Machine,Cardio,Online Payment,64,Female
9163,2024-08-10,1409.56,Elliptical,Cardio,Online Payment,47,Male
9164,2023-10-01,1053.6,Dumbbell,Strength,Debit Card,35,Female
9165,2024-06-22,1380.9,Dumbbell,Strength,Debit Card,42,Male
9166,2024-08-18,488.67,Dumbbell,Strength,Cash,50,Other
9167,2023-09-30,843.83,Barbell,Strength,Online Payment,48,Male
9168,2024-04-08,1499.96,Exercise Bike,Cardio,Debit Card,46,Female
9169,2023-10-29,1470.47,Rowing Machine,Cardio,Cash,50,Male
9170,2023-12-29,1442.75,Treadmill,Cardio,Online Payment,31,Female
9171,2024-08-08,302.99,Elliptical,Cardio,Online Payment,64,Female
9172,2023-12-14,1126.26,Pull-up Bar,Accessories,Credit Card,54,Male
9173,2023-11-23,462.71,Dumbbell,Strength,Online Payment,62,Male
9174,2023-12-01,1244.2,Kettlebell,Strength,Cash,30,Male
9175,2024-05-31,346.49,Pull-up Bar,Accessories,Debit Card,35,Female
9176,2024-06-27,1053.01,Yoga Mat,Accessories,Online Payment,24,Male
9177,2023-09-07,1236.65,Resistance Band,Accessories,Cash,46,Female
9178,2024-03-15,1432.68,Elliptical,Cardio,Debit Card,52,Female
9179,2024-06-05,1081.73,Barbell,Strength,Online Payment,37,Male
9180,2024-07-13,1121.75,Elliptical,Cardio,Credit Card,50,Male
9181,2024-03-22,1411.69,Elliptical,Cardio,Debit Card,32,Other
9182,2024-07-11,835.57,Dumbbell,Strength,Online Payment,18,Male
9183,2023-10-01,766.14,Rowing Machine,Cardio,Online Payment,45,Female
9184,2023-10-06,1163.47,Exercise Bike,Cardio,Online Payment,52,Other
9185,2024-08-07,1362.87,Barbell,Strength,Credit Card,52,Female
9186,2024-06-16,948.02,Pull-up Bar,Accessories,Cash,27,Other
9187,2023-10-21,114.75,Elliptical,Cardio,Credit Card,54,Female
9188,2023-12-22,116.59,Exercise Bike,Cardio,Debit Card,40,Female
9189,2024-03-29,301.16,Exercise Bike,Cardio,Debit Card,42,Other
9190,2024-02-05,542.23,Pull-up Bar,Accessories,Credit Card,27,Male
9191,2024-05-27,1037.8,Elliptical,Cardio,Online Payment,35,Male
9192,2024-06-28,825.06,Rowing Machine,Cardio,Debit Card,21,Female
9193,2024-06-04,229.6,Rowing Machine,Cardio,Debit Card,28,Male
9194,2023-12-24,1493.88,Resistance Band,Accessories,Credit Card,34,Other
9195,2024-01-19,485.21,Dumbbell,Strength,Cash,28,Other
9196,2024-02-11,1261.07,Barbell,Strength,Online Payment,34,Male
9197,2023-09-30,1256.74,Exercise Bike,Cardio,Cash,28,Female
9198,2024-02-11,273.4,Rowing Machine,Cardio,Debit Card,32,Male
9199,2024-03-19,624.37,Rowing Machine,Cardio,Debit Card,46,Male
9200,2024-07-16,586.4,Yoga Mat,Accessories,Credit Card,23,Female
9201,2023-09-30,1186.82,Kettlebell,Strength,Online Payment,40,Female
9202,2023-12-02,1285.41,Kettlebell,Strength,Online Payment,45,Other
9203,2024-03-26,887.34,Dumbbell,Strength,Cash,37,Male
9204,2024-03-01,547.59,Pull-up Bar,Accessories,Credit Card,18,Female
9205,2024-05-28,1144.72,Treadmill,Cardio,Credit Card,41,Other
9206,2024-01-04,814.98,Rowing Machine,Cardio,Cash,41,Other
9207,2024-07-19,707.77,Rowing Machine,Cardio,Credit Card,38,Female
9208,2024-05-20,104.59,Resistance Band,Accessories,Credit Card,48,Male
9209,2024-08-09,612.88,Exercise Bike,Cardio,Online Payment,34,Other
9210,2024-08-22,889.71,Treadmill,Cardio,Debit Card,22,Male
9211,2023-11-21,1260.53,Treadmill,Cardio,Cash,25,Other
9212,2024-07-18,66.9,Resistance Band,Accessories,Online Payment,59,Male
9213,2023-10-05,727.29,Exercise Bike,Cardio,Cash,64,Male
9214,2024-03-10,1404.2,Dumbbell,Strength,Credit Card,36,Male
9215,2023-12-01,270.77,Rowing Machine,Cardio,Online Payment,49,Other
9216,2024-06-23,1049.12,Pull-up Bar,Accessories,Online Payment,35,Other
9217,2023-10-05,426.59,Exercise Bike,Cardio,Debit Card,23,Other
9218,2024-05-24,1084.03,Rowing Machine,Cardio,Online Payment,46,Other
9219,2024-08-21,218.76,Treadmill,Cardio,Cash,39,Female
9220,2024-04-26,684.9,Elliptical,Cardio,Debit Card,41,Other
9221,2023-11-07,1246.15,Kettlebell,Strength,Online Payment,53,Other
9222,2024-02-23,391.02,Dumbbell,Strength,Cash,30,Female
9223,2024-01-22,721.17,Elliptical,Cardio,Credit Card,39,Male
9224,2023-11-14,957.76,Exercise Bike,Cardio,Cash,61,Other
9225,2024-02-06,1237.24,Dumbbell,Strength,Credit Card,34,Male
9226,2024-07-09,808.16,Rowing Machine,Cardio,Online Payment,22,Other
9227,2024-07-07,1279.32,Barbell,Strength,Credit Card,38,Other
9228,2024-02-23,434.69,Dumbbell,Strength,Debit Card,55,Other
9229,2024-06-01,245.17,Resistance Band,Accessories,Debit Card,40,Female
9230,2023-09-10,594.73,Treadmill,Cardio,Online Payment,35,Other
9231,2024-04-06,1406.79,Resistance Band,Accessories,Debit Card,48,Female
9232,2023-12-23,713.94,Kettlebell,Strength,Online Payment,44,Other
9233,2024-05-03,648.43,Treadmill,Cardio,Cash,31,Other
9234,2024-06-01,798.79,Resistance Band,Accessories,Debit Card,35,Female
9235,2024-05-07,1097.39,Exercise Bike,Cardio,Online Payment,24,Male
9236,2023-12-28,301.16,Resistance Band,Accessories,Online Payment,57,Other
9237,2024-01-07,1449.32,Yoga Mat,Accessories,Credit Card,28,Other
9238,2024-04-13,1192.59,Resistance Band,Accessories,Debit Card,37,Female
9239,2024-03-14,280.15,Pull-up Bar,Accessories,Cash,28,Other
9240,2024-05-24,125.92,Yoga Mat,Accessories,Credit Card,23,Female
9241,2024-06-06,358.91,Rowing Machine,Cardio,Online Payment,25,Male
9242,2023-09-29,1228.05,Yoga Mat,Accessories,Debit Card,41,Other
9243,2024-04-16,1435.18,Treadmill,Cardio,Debit Card,59,Female
9244,2024-05-27,393.71,Rowing Machine,Cardio,Online Payment,36,Male
9245,2024-03-06,665.75,Treadmill,Cardio,Credit Card,23,Male
9246,2023-12-01,994.83,Treadmill,Cardio,Cash,31,Female
9247,2024-02-10,608.57,Resistance Band,Accessories,Debit Card,26,Male
9248,2024-01-25,100.04,Exercise Bike,Cardio,Cash,35,Male
9249,2024-07-17,1376.27,Barbell,Strength,Credit Card,44,Male
9250,2024-07-30,1256.29,Rowing Machine,Cardio,Debit Card,53,Female
9251,2024-06-26,410.35,Kettlebell,Strength,Cash,33,Male
9252,2024-01-06,1435.71,Resistance Band,Accessories,Cash,43,Male
9253,2024-04-17,879.89,Exercise Bike,Cardio,Debit Card,40,Other
9254,2023-11-19,1167.82,Dumbbell,Strength,Cash,42,Male
9255,2024-06-28,294.65,Pull-up Bar,Accessories,Credit Card,26,Male
9256,2024-05-29,1248.54,Yoga Mat,Accessories,Cash,54,Male
9257,2024-05-16,1413.88,Barbell,Strength,Online Payment,44,Male
9258,2023-11-23,1490.24,Dumbbell,Strength,Online Payment,58,Female
9259,2024-03-12,1024.24,Kettlebell,Strength,Debit Card,47,Other
9260,2024-05-08,406.54,Yoga Mat,Accessories,Cash,35,Male
9261,2024-07-29,184.79,Yoga Mat,Accessories,Cash,46,Other
9262,2024-08-19,1300.44,Pull-up Bar,Accessories,Debit Card,27,Other
9263,2024-05-14,1304.24,Rowing Machine,Cardio,Cash,24,Male
9264,2024-03-29,619.72,Treadmill,Cardio,Debit Card,46,Female
9265,2024-04-01,78.79,Treadmill,Cardio,Credit Card,36,Female
9266,2023-10-27,1024.3,Pull-up Bar,Accessories,Credit Card,63,Male
9267,2024-01-06,1156.59,Dumbbell,Strength,Cash,35,Other
9268,2023-12-06,1441.08,Dumbbell,Strength,Credit Card,19,Female
9269,2024-06-13,1402.83,Treadmill,Cardio,Credit Card,49,Other
9270,2024-05-17,716.43,Elliptical,Cardio,Online Payment,46,Male
9271,2023-11-05,278.71,Dumbbell,Strength,Online Payment,55,Female
9272,2024-06-06,74.57,Treadmill,Cardio,Debit Card,20,Male
9273,2024-08-15,244.48,Barbell,Strength,Debit Card,64,Female
9274,2024-05-14,1053.1,Dumbbell,Strength,Debit Card,25,Other
9275,2023-09-29,418.43,Rowing Machine,Cardio,Online Payment,49,Female
9276,2024-07-19,495.39,Dumbbell,Strength,Cash,47,Female
9277,2024-02-10,292.39,Resistance Band,Accessories,Credit Card,42,Female
9278,2024-03-22,1450.85,Kettlebell,Strength,Online Payment,42,Male
9279,2024-01-21,642.74,Resistance Band,Accessories,Online Payment,20,Female
9280,2023-12-26,1100.75,Yoga Mat,Accessories,Credit Card,34,Other
9281,2024-03-20,517.73,Rowing Machine,Cardio,Cash,33,Male
9282,2024-02-01,820.87,Treadmill,Cardio,Credit Card,50,Male
9283,2024-04-01,1041.08,Rowing Machine,Cardio,Online Payment,25,Female
9284,2024-01-22,762.01,Rowing Machine,Cardio,Cash,62,Male
9285,2023-09-10,1179.1,Dumbbell,Strength,Online Payment,63,Other
9286,2024-07-03,1327.72,Yoga Mat,Accessories,Credit Card,39,Other
9287,2024-08-07,1431.48,Exercise Bike,Cardio,Debit Card,31,Female
9288,2024-04-09,891.44,Treadmill,Cardio,Cash,56,Female
9289,2024-02-13,347.85,Elliptical,Cardio,Cash,30,Male
9290,2024-03-11,944.51,Dumbbell,Strength,Debit Card,56,Male
9291,2023-12-17,288.42,Kettlebell,Strength,Credit Card,45,Other
9292,2024-06-17,501.41,Pull-up Bar,Accessories,Online Payment,26,Other
